ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,tn_PDS3,tn_PDS4,tn_PDS5,tn_PDS6_Female,tn_PDS7_Male,tn_PDS8_Female,tn_PDS9_Male,tn_PDS10_Female,tn_PDS12_Male,EMPQ_emotional,EMPQ_cognitive,EMPQ_IRI_motiv,tn_BFI6_Rev,tn_BFI21_Rev,tn_BFI31_Rev,tn_BFI2_Rev,tn_BFI12_Rev,tn_BFI27_Rev,tn_BFI37_Rev,tn_BFI8_Rev,tn_BFI18_Rev,tn_BFI23_Rev,tn_BFI43_Rev,tn_BFI9_Rev,tn_BFI24_Rev,tn_BFI34_Rev,tn_BFI35_Rev,tn_BFI41_Rev,EXTRAVERSION,AGREEABLE,CONSCIENTIOUS,NEUROTICISM,OPENESS
3610,4,0,0, ,1,3,3,2,5,1,4,5,5,3,2,5,3,1,5,4,4,4,3,3,3,5,4,4,3,4,4,5,3,5,3,5,4,4,5,5,3,4,3,5,4,4,1,4,1,5,2,3,3, ,1, ,2, ,3,2.18181818181818,4.44444444444444,2.5,1,2,2,4,5,3,3,3,3,3,5,4,2,1,3,5,3,3.88888888888889,4.33333333333333,2.75,4.4
3614,1,0,0, ,2,2,4,4,3,5,4,4,5,4,2,3,5,4,4,4,3,3,2,5,4,4,3,4,4,1,3,3,4,2,5,3,3,3,3,2,3,3,4,3,5,3,4,2,4,4,3,2,3,3, ,4, ,1, ,4,3.88888888888889,3.33333333333333,2,3,3,2,2,2,2,2,1,2,2,4,5,4,3,2,3.25,2.66666666666667,2.44444444444444,4.5,3.2
3614,4,0,0, ,2,2,4,4,4,1,4,3,5,4,2,5,3,1,5,4,4,3,4,5,4,4,4,5,4,2,4,4,2,3,2,4,5,5,4,2,4,4,2,2,4,4,1,4,2,4,2,3,2,3, ,3, ,1, ,4.09090909090909,4.44444444444444,4,3,2,1,2,5,4,4,2,1,2,4,4,4,4,2,5,3,4.22222222222222,3,3.375,4
3616,1,0,0, ,1,3,2,1,3,1,4,4,4,5,4,5,5,2,4,2,4,3,4,2,3,2,1,3,1,4,4,5,1,4,1,2,1,4,5,5,1,5,3,3,2,3,5,5,2,2,1,1,2, ,2, ,1, ,4,3.54545454545455,4.44444444444444,3.16666666666667,2,5,5,5,4,5,3,1,4,5,4,2,2,1,5,1,4,4.11111111111111,3.66666666666667,1.75,3.2
3616,4,0,0, ,2,3,3,4,4,1,5,3,4,4,5,4,4,2,5,3,4,3,4,2,5,5,3,3,2,5,4,5,1,4,2,3,2,5,4,5,2,4,4,4,4,5,2,5,4,4,2, ,3,3, ,3, ,1, ,3.81818181818182,5,4,3,3,4,2,4,5,2,2,4,4,2,1,1,1,4,4,3.625,3.77777777777778,3.66666666666667,2.25,4.2
3617,1,0,0, ,1,3,3,2,4,1,4,3,4,3,4,5,4,1,4,3,5,4,4,3,5,5,3,4,3,3,4,5,2,5,3,3,4,4,4,3,3,5,4,3,3,4,3,4,3,2,3,3,1, ,2, ,1, ,3,3.72727272727273,4,3.2,3,3,2,4,5,4,2,3,3,3,3,2,3,3,3,3,3.625,3.88888888888889,3.55555555555556,2.875,3.8
3619,1,0,0, ,1,1,5,2,2,3,3,2,5,2,2,4,4,3,4,4,4,4,4,5,2,4,1,4,2,4,4,3,2,1,5,3,3,5,2,3,4,5,4,2,5,2,2,3,2,4, , , , , , , , , ,2.63636363636364,3.55555555555556,3.16666666666667,4,5,3,4,3,4,2,4,1,4,4,4,2,3,2,4,4.125,3.77777777777778,2.66666666666667,3.5,3.4
3619,4,0,0, ,1,1,5,1,4,1,4,5,5,5,4,5,5,1,5,5,4,4,5,5,1,5,1,5,4,3,3,3,2,2,3,4,4,5,4,3,4,5,3,4,4,4,5,5,5,3, , , , , , , , , ,2.45454545454545,3.88888888888889,3.33333333333333,1,5,2,5,5,4,3,1,1,2,1,2,3,3,2,1,3.75,4.66666666666667,2.66666666666667,2.75,3.5
3621,4,0,0, ,1,1,4,4,3,1,5,4,1,3,5,5,5,1,5,2,5,5,5,2,4,5,4,3,2,4,5,4,1,4,2,5,2,4,4,4,5,5,2,3,2,5,4,4,3,4,2,2,2, ,1, ,1, ,3,2.81818181818182,4.77777777777778,3.83333333333333,2,2,4,2,5,5,4,3,4,4,3,1,2,2,1,2,3.875,3.66666666666667,3.66666666666667,2,4.2
3622,1,0,0, ,2,3,5,3,5,1,4,4,5,5,3,5,5,3,4,2,4,3,3,2,3,4,1,3,1,3,3,5,1,5,3,5,3,3,3,3,1,5,3,2,3,3,1,4,3,4,3,2,3,3, ,5, ,1, ,2.54545454545455,3.77777777777778,3.16666666666667,2,5,3,3,3,5,3,1,4,5,3,3,3,3,5,5,4.125,3.55555555555556,3.55555555555556,2.625,4.2
3622,4,0,0, ,1,3,4,2,2,1,4,3,5,5,2,3,5,5,3,2,4,4,4,5,2,4,1,4,4,4,4,5,1,4,3,3,1,4,4,3,2,5,5,3,3,5,4,5,5,5,4,3,1, ,3, ,1, ,4,3.36363636363636,4.22222222222222,3,3,5,5,4,1,5,1,1,1,2,1,4,2,3,4,2,4.5,3.66666666666667,2.33333333333333,2.5,3.8
3625,1,0,0, ,2,2,3,2,4,3,4,2,4,3,2,4,3,3,4,4,2,4,1,2,4,3,3,5,3,2,4,4,4,4,5,2,4,5,4,3,3,2,5,3,5,2,4,3,2,2,2,4,3,3, ,2, ,4, ,4.36363636363636,3.44444444444444,3.83333333333333,4,3,2,4,3,2,1,3,4,3,4,4,4,3,3,2,3.125,3.11111111111111,3.66666666666667,4,2.8
3625,4,0,0, ,2,2,5,2,2,1,4,3,5,3,2,4,3,1,4,4,3,3,5,3,4,4,1,4,4,2,4,4,1,2,2,4,1,5,4,2,3,4,2,4,2,3,2,4,3,3,3,4,3,4, ,3, ,4, ,3.54545454545455,4.33333333333333,4.16666666666667,3,5,5,4,5,5,4,3,3,2,3,4,4,4,3,4,4,4.55555555555556,3,3.125,3.6
3626,1,0,0, ,1,2,3,2,4,1,4,5,5,3,3,5,4,1,5,3,4,3,5,1,3,4,2,4,1,3,4,4,1,5,1,5,3,5,4,3,4,5,1,4,1,4,3,5,2,4, , , , , , , , , ,3.72727272727273,4.11111111111111,3.66666666666667,1,4,3,4,5,5,5,3,5,5,4,3,3,3,2,3,3.375,4.77777777777778,4.33333333333333,2.25,3.9
3632,4,0,0, ,1,2,2,3,4,1,4,3,4,4,5,5,5,1,5,5,4,3,5,4,4,5,2,5,1,2,5,3,5,4,4,5,4,3,4,5,3,5,4,4,3,5,5,5,4,5,2,1,1, ,2, ,1, ,1,3.90909090909091,4.33333333333333,4.16666666666667,3,4,2,3,5,1,2,2,2,5,2,1,4,1,3,1,3.375,3.66666666666667,3.55555555555556,2.875,4.2
3643,1,0,0, ,2,2,5,2,4,1,3,1,4,5,2,5,5,3,4,5,3,4,3,2,4,5,1,4,2,3,3,4,1,4,1,2,3,5,4,4,3,5,3,4,3,4,4,5,1,3, , , , , , , , , ,3.63636363636364,4.33333333333333,3.5,5,5,3,4,3,5,3,1,4,4,5,4,3,2,3,2,4.5,4,3.77777777777778,2.875,3.3
3649,1,0,0, ,1,3,4,5,4,1,5,1,5,5,1,5,5,1,5,5,5,5,1,5,1,1,1,2,1,5,5,5,1,5,1,1,5,1,5,1,1,1,5,5,5,5,1,1,5,1, , , , , , , , , ,2.18181818181818,3,3.16666666666667,5,5,1,1,5,5,1,1,1,5,1,5,1,5,5,5,3.875,2.44444444444444,3.55555555555556,3,3.8
3649,4,0,0, ,2,3,3,5,2,2,4,1,5,4,1,5,3,3,2,5,3,1,5,4,5,5,2,5,4,2,3,1,4,5,4,5,2,4,3,1,4,3,5,3,2,5,4,5,4,3, , , , , , , , , ,3.63636363636364,2.88888888888889,4.66666666666667,5,4,4,1,3,2,1,2,2,2,2,5,4,5,2,2,3,3.44444444444444,2.55555555555556,4,3.7
3654,4,0,0, ,1,2,2,4,1,2,3,3,3,2,4,3,4,1,3,4,2,3,3,5,4,4,4,3,4,1,3,4,1,4,4,1, ,3,4,3,2,4,1,3,2,2,5,4,2,1, , , , , , , , , ,3.2,3.71428571428571,3.83333333333333,3,2, ,2,5,5,5,4,1,2,4,2,5,3,4,1,3.14285714285714,3.66666666666667,2.88888888888889,3.25,2.4
3656,1,0,0, ,2,2,5,4,2,3,3,3,3,4,2,4,4,3,4,3,2,3,2,4,2,4,4,4,5,1,3,2,5,2,5,2,4,2,2,2,3,3,4,3,5,3,3,1,4,3,3,4,3,2, ,3, ,4, ,3.36363636363636,4.25,3.16666666666667,3,2,2,2,3,1,2,2,2,1,2,4,5,4,3,3,3,2.22222222222222,2.22222222222222,3.875,3
3656,4,0,0, ,2,2,4,4,5,2,4,5,5,5,1,5,3,2,4,5,2,5,5,1,5,5,4,5,3,1,4,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,4,4,5,3,4,3,4, ,3, ,4, ,3.81818181818182,4,4,1,2,1,2,4,2,2,1,5,3,2,5,5,4,2,2,3,3.66666666666667,3.55555555555556,4.25,3.8
3658,1,0,0, ,1,2,4,2,4,2,3,2,4,4,2,4,4,2,4,3,3,2,3,2,4,3,2,3,2,3,3,4,2,3,4,2,4,3,4,2,4,4,2,2,4,2,4,4,3,2,3,2,3, ,3, ,3, ,3,2.90909090909091,3,2.83333333333333,4,4,2,4,4,4,4,2,4,4,3,4,3,4,2,2,3.5,3.66666666666667,3.33333333333333,3.5,2.6
3660,1,2,0, ,2,2,5,3,5,1,4,5,5,4,4,5,5,1,4,5,4,3,5,2,3,5,5,5,4,4,4,4,2,3,3,5,5,4,3,3,4,3,1,4,3,4,2,4,4,4, , , , , , , , , ,4.36363636363636,4.55555555555556,3.83333333333333,1,1,1,3,5,4,5,2,4,2,2,2,2,3,2,4,2.875,4.44444444444444,3.22222222222222,2.75,4.1
3660,4,2,0, ,2,2,5,3,5,2,5,2,5,4,4,5,3,3,4,4,4,3,2,1,4,4,2,4,1,4,4,5,4,5,2,5,2,5,4,3,4,4,3,2, ,4,2,4,1,4, , , , , , , , , ,3.72727272727273,4,4,4,4,4,3,3,2,3,2,5,5,5,2,2,3,2,4,4,3.44444444444444,4.11111111111111,2.71428571428571,4.1
3670,4,0,0, ,2,2,3,3,4,1,4,5,5,2,5,4,4,2,5,3,4,4,4,1,5,4,4,5,3,3,4,4,5,4,4,5,5,4,5,5,4,4,3,4,2,3,3,4,2,4,3,3,2,2, ,3, ,4, ,3.90909090909091,3.88888888888889,3.16666666666667,1,2,1,3,4,1,3,4,5,3,4,1,3,1,2,3,2.875,3.66666666666667,4.22222222222222,2.5,3.7
3678,1,0,0, ,2,1,4,3,4,3,3,4,5,4,3,3,3,1,5,5,5,3,4,2,3,3,4,4,3,2,3,3,4,4,5,3,5,5,4,3,3,4,2,2,3,5,3,4,3,4,4, ,3,3, ,2, ,4, ,4.18181818181818,4.77777777777778,3.83333333333333,2,2,1,3,5,2,4,2,4,3,3,3,4,3,3,3,2.75,4,3.44444444444444,3.625,3.5
3678,4,0,0, ,2,1,5,4,4,3,4,4,4,4,4,4,4,2,5,4,5,3,4,3,4,5,4,4,3,3,3,4,4,4,3,3,4,4,4,3,5,4,2,3,3,4,3,3,2,4,3,4,2,3, ,3, ,4, ,3.90909090909091,4.55555555555556,3.66666666666667,2,2,2,2,4,2,4,2,3,3,4,2,3,3,1,3,3.25,3.44444444444444,3.55555555555556,3.125,3.6
3679,1,0,0, ,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3, ,3, ,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3680,4,0,0, ,2,1,5,1,5,1,3,3,4,2,4,4,4,2,4,2,3,4,3,2,2,4,1,4,2,5,3,5,1,4,2,3,2,3,3,4,4,5,2,3,4,2,2,4,4,3,4,3,2,2, ,3, ,4, ,3.09090909090909,4.33333333333333,3.5,3,5,4,5,4,5,4,4,4,4,2,2,1,2,2,4,4.375,4,3.66666666666667,2,3.1
3684,1,0,0, ,1,2,4,4,5,2,4,3,4,2,4,5,5,3,2,4,3,4,3,1,3,4,3,4,2,4,5,4,2,5,3,3,4,4,3,2,2,4,2,2,3,5,2,4,3,5,2,3,2, ,2, ,1, ,2,3.90909090909091,3.88888888888889,3.83333333333333,3,3,2,2,3,4,4,4,5,4,3,2,2,4,4,4,3.625,3.55555555555556,3.66666666666667,2.875,4.2
3684,4,0,0, ,1,2,3,4,5,2,4,5,4,4,2,4,4,2,5,5,4,4,3,2,5,2,3,3,2,4,3,5,2,5,4,1,5,3,4,3,3,5,3,3,2,4,4,4,4,3,3,2,3, ,3, ,1, ,3,3.63636363636364,3.55555555555556,3.66666666666667,1,3,1,2,4,4,3,2,4,4,2,4,2,3,3,2,3.25,3.33333333333333,3.77777777777778,3.375,3
3685,1,0,0, ,1,3,4,2,4,1,5,3,5,2,4,5,5,1,5,4,4,4,5,2,3,5,2,4,2,4,5,4,1,4,2,4,1,4,4,4,3,5,4,5,5,5,3,5,4,3,3,3,2, ,3, ,2, ,3,3,4.22222222222222,3.5,3,4,5,4,5,5,2,4,4,4,2,2,2,2,3,3,4.25,4.33333333333333,4,2.625,4.2
3685,4,0,0, ,2,3,4,4,5,3,4,4,4,2,1,3,2,2,5,5,4,3,4,2,5,4,3,2,3,2,4,5,4,5,4,4,4,4,3,1,4,2,3,3,5,2,3,2,2,4,3,3,2,2, ,2, , , ,4,4.44444444444444,4.83333333333333,2,3,2,2,4,2,3,4,4,3,4,5,4,5,2,3,2.875,3,4,4.5,3.4
3686,1,0,0, ,2,2,4,3,4,1,5,2,3,5,4,5,5,2,3,5,3,5,5,3,3,4,1,2,2,3,3,5,4,3,4,4,2,2,4,4,4,4,3,3,3,5,4,4,5,5,3,4,2,2, ,4, ,4, ,3.72727272727273,4,3.66666666666667,4,5,4,3,4,2,3,1,3,4,1,2,3,2,2,2,4.5,3.11111111111111,2.88888888888889,2.875,3.8
3686,4,0,0, ,2,2,4,3,3,2,2,5,4,5,3,5,4,3,5,3,2,5,4,3,2,4,2,2,4,5,4,3,5,2,4,4,5,4,4,4,1,4,3,3,3,3,2,3,4,3,4,4,3,3, ,2, ,4, ,3,4.33333333333333,3.5,1,4,1,3,3,1,3,1,3,2,2,3,1,2,5,4,3.25,3,2.77777777777778,2.5,3.6
3687,1,0,0, ,1,3,4,1,5,1,4,5,5,1,5,5,4,1,5,1,5,4,5,1,1,5,4,5,1,5,5,5,1,5,1,4,3,5,5,5,2,5,1,5,1,5,3,5,1,5,3,3,1, ,2, ,2, ,3,2.45454545454545,4.22222222222222,3.8,1,2,3,5,5,5,5,5,5,5,5,1,1,1,4,3,3.5,5,5,1,4.5
3687,4,0,0, ,2,3,3,1,5,1,5,4,5,1,5,5,5,1,5,4,5,5,5,1,4,5,4,5,1,3,1,4,1,5,1,5,4,5,5,5,2,5,3,5,3,5,1,5,1,5,3,3,3,2, ,3, ,1, ,4.18181818181818,4.77777777777778,4.83333333333333,2,2,2,5,5,5,3,5,5,5,5,1,3,1,4,5,3.5,4.77777777777778,5,2.25,4.5
3690,1,0,0, ,2,1,3,2,3,3,2,1,4,3,2,5,5,3,4,4,3,3,5,4,5,4,1,4,5,1,2,4,3,3,4,4,4,4,3,2,3,5,4,4,3,3,4,4,5,4,2,2,3,3, ,2, ,4, ,3.27272727272727,4.11111111111111,3.83333333333333,5,5,2,4,3,3,2,3,2,1,1,4,5,4,3,2,4,3.66666666666667,2.66666666666667,4,3.2
3690,4,0,0, ,2,1,3,2,4,1,5,2,5,4,2,5,5,3,5,4,4,5,5,2,5,4,2,4,3,1,4,4,1,4,2,4,4,5,4,2,2,5,2,4,3,4,4,4,4,2,3,3,3,3, ,2, ,4, ,4.54545454545455,4.77777777777778,4.33333333333333,4,4,2,4,3,5,4,2,4,3,2,4,5,4,4,2,4,4.33333333333333,3.55555555555556,3.5,3.8
3691,1,0,0, ,2,3,3,4,5,3,3,3,4,4,2,4,4,1,5,5,3,3,5,3,5,3,4,4,4,3,3,4,4,4,4,3,4,5,5,2,4,4,5,5,4,3,2,2,3,3,3,3,2,2, ,4, ,1, ,3.36363636363636,5,3.83333333333333,3,2,2,2,5,2,1,2,3,2,3,4,3,4,2,4,3.125,3.33333333333333,3.77777777777778,4,3.1
3691,4,0,0, ,1,3,5,4,3,1,4,3,3,4,3,5,5,3,5,4,4,5,4,3,4,4,2,4,3,3,4,4,2,5,3,4,3,3,4,3,3,5,5,4,3,5,2,5,3,4,3,3,2, ,4, ,3, ,4,2.81818181818182,3.33333333333333,3.66666666666667,3,4,3,2,3,4,1,2,3,3,3,3,3,3,3,4,4.25,3.22222222222222,3.55555555555556,3,4.1
3694,1,0,0, ,1,3,5,4,4,3,5,3,4, ,2,5,5,3,4,5,5,2,2,4,5,5,3,2,4,4,4,4,4,3,4,4,4,3,4,4,1,2,3,4,4,5,2, ,4,4,2,2,2, ,1, ,2, ,4,2.81818181818182,3.33333333333333,3.33333333333333,3,3,2,2,3,2,3, ,2,2,2,4,2,2,5,4,3.25,2.625,3.125,3.625,4.6
3694,4,0,0, ,2,3,4,3,4,4,3,5,5,2,1,5,2,4,5,5,5,5,3,3,5,3,2,5,3,1,3,4,4,3,5,5,1,5,4,1,4,5,4,3,5,3,3,4,4,5,2,4,2,2, ,4, ,4, ,4.72727272727273,4.66666666666667,4.5,1,4,5,3,2,2,2,4,3,3,2,5,5,5,2,3,3.75,3.44444444444444,3.44444444444444,4.875,3.7
3696,1,0,0, ,2,3,4,4,4,3,5,2,4,4,2,5,4,5,5,5,3,4,1,5,5,5,1,2,3,1,5,5,5,4,2,5,2,4,3,1,2,5,4,2,5,5,1,2,2,3,3,3,3,3, ,3, ,4, ,4.72727272727273,4.22222222222222,4.83333333333333,4,5,4,2,1,1,2,2,1,3,4,4,5,5,4,5,4.375,2.11111111111111,3.11111111111111,4.25,4.5
3696,4,0,0, ,1,3,3,4,4,3,3,4,5,1,1,5,3,3,5,5,3,3,3,1,5,4,2,4,1,1,3,5,2,5,3,3,2,5,4,1,3,3,2,4,5,3,3,4,1,4,3,3,3, ,3, ,3, ,3,3.18181818181818,4.55555555555556,4.5,2,4,4,2,3,4,4,5,5,5,5,5,5,5,3,3,3.375,3.77777777777778,4.66666666666667,4.5,3.4
3698,1,0,0, ,1,2,4,3,4,2,4,3,4,2,3,4,4,2,5,4,4,3,3,4,4,4,2,3,4,3,4,4,2,4,2,4,4,4,4,4,3,4,4,3,4,4,3,4,5,3,3,3,3, ,3, ,3, ,4,3.09090909090909,4.22222222222222,3.5,3,4,2,3,4,4,2,4,2,2,1,3,3,2,3,3,3.5,3.44444444444444,3.22222222222222,3,3.7
3698,4,0,0, ,1,2,4,5,4,3,3,3,3,2,3,5,4,2, ,4,5,4,1,3,5,5,4,4,4,2,3,5,4,4,4,5,3,3,4,2,4,3,3,3,4,3,4,1,4,4,3,3,3, ,2, ,1, ,3,4.54545454545455,4,4.16666666666667,3,2,3,1,4,2,3,4,3,2,2,3,4,4,2,2,3.5,2.44444444444444,3.25,3.875,3.7
3699,1,0,0, ,1,1,2,1,3,1,4,4,1,2,3,4,4,2,5,3,3,3,4,2,3,4,3,4,1,4,4,4,2,3,2,4,1,5,3,4,3,1,1,3,2,3,2,4,3,3,3, ,2, ,1, ,2, ,2,3.27272727272727,4.11111111111111,3.33333333333333,2,3,5,5,4,4,5,4,4,5,3,3,2,2,3,4,3,4,3.66666666666667,2.25,3.6
3699,4,0,0, ,1,1,3,2,3,2,3,3,4,3,3,3,3,2,4,3,3,3,4,2,3,3,2,3,3,2,3,3,1,3,2,3,2,5,4,3,4,5,1,3,3,3,2,4,2,4, , , , , , , , , ,2.90909090909091,3.625,3.66666666666667,3,4,4,4,4,5,5,3,4,3,4,3,4,3,2,4,3.5,4.22222222222222,3.44444444444444,2.875,3.1
3700,1,0,0, ,2,3,4,1,4,1,5,4,4,4,2,4,5,2,5,4,2,4,3,4,4,4,2,3,2,3,3,4,2,5,2,3,3,4,4,3,2,5,4,4,1,3,1,4,3,4,3,3,1,3, ,3, ,4, ,3.45454545454545,4.66666666666667,4.16666666666667,2,4,3,5,4,4,2,2,2,4,3,4,3,3,4,5,3.875,3.66666666666667,3.66666666666667,2.75,3.7
3700,4,0,0, ,1,3,1,1,4,1,5,3,5,4,5,5,5,1,4,4,4,5,4,1,5,5,3,4,1,5,5,4,1,4,5,4,2,4,4,5,4,5,2,4,2,5,2,4,3,1,2,3,3, ,3, ,3, ,3,3.90909090909091,4,4.4,3,3,4,5,5,5,4,2,5,5,3,1,1,1,2,4,3.75,4.44444444444444,3.88888888888889,2.5,4
3702,1,0,0, ,2,2,4,1,5,1,4,3,5,2,3,4,4,2,5,4,4,4,4,2,3,5,3,4,2,2,3,4,1,4,1,4,2,5,4,3,3,5,2,4,3,3,2,4,3,4,3,3,2,3, ,3, ,4, ,4.54545454545455,4.33333333333333,4.5,3,3,4,5,4,5,4,4,4,4,3,3,4,3,3,4,3.875,4.44444444444444,4.11111111111111,2.75,3.8
3702,4,0,0, ,2,2,1,1,4,1,3,4,5,2,4,4,4,1,5,4,3,3,5,3,5,5,4,3,2,2,4,2,1,4,3,4,4,5,5,3,5,5,2,4,3,3,4,4,3,4,3,4,3, , ,2, ,4, ,3.90909090909091,3.44444444444444,4.16666666666667,2,2,2,5,5,5,4,4,3,4,3,2,4,3,1,2,2.625,4.55555555555556,4,3.125,3.3
3711,1,0,0, ,2,2,2,1,2,2,5,4,4,3,4,3,4,2,3,3,4,2,4,3,4,5,4,4,3,3,5,3,2,2,3,4,4,3,3,2,3,4,2,3,3,4,1,4,3,5,1, ,1,2, ,5, ,1, ,3.90909090909091,3.77777777777778,3.5,2,2,2,5,4,4,4,3,3,3,3,2,3,4,3,5,2.625,4,2.77777777777778,3,4.3
3711,4,0,0, ,2,2,4,2,5,1,5,1,5,5,4,5,5,2,5,4,5,4,4,2,2,5,1,5,2,2,5,4,2,5,4,5,1,4,5,4,3,5,4,5,3,5,2,5,2,5,3,2,1,1, ,5, ,1, ,4.27272727272727,5,5,5,5,5,4,4,4,2,1,4,4,4,2,4,2,3,4,4.625,4.11111111111111,4.22222222222222,2.75,4.7
3712,1,0,0, ,1,1,5,4,5,4,4,1,5,4,4,5,5,1,5,5,4,3,5,2,5,5,1,4,1,1,4,5,5,5,4,5,1,5,3,1,1,1,3,5,4,5,2,1,4,4,2,1,1, ,1, ,1, ,4,3.90909090909091,4.44444444444444,4.66666666666667,5,5,5,2,5,1,3,2,4,5,2,2,5,5,5,4,4.25,3.44444444444444,4,4.25,4.5
3712,4,0,0, ,1,1,4,2,4,2,4,2,5,4,3,5,4,2,4,3,4,3,4,2,4,4,2,3,1,1,4,3,2,5,2,5,3,4,4,3,2,3,3,3,3,4,2,4,3,4,2,3,2, ,1, ,1, ,4,3.63636363636364,3.77777777777778,3.66666666666667,4,4,3,4,4,4,3,2,4,5,3,3,5,3,4,4,3.5,3.88888888888889,3.77777777777778,3.125,4.2
3713,1,0,0, ,2,2,2,1,5,1,5,5,5,1,4,4,4,1,5,5,5,5,5,1,5,4,4,4,2,3,4,5,1,4,2,4,4,5,5,2,3,5,1,4,2,3,1,4,2,4,3, , , , , , , , ,3.81818181818182,4.88888888888889,4,1,2,2,5,5,5,5,5,5,4,4,2,3,4,3,5,3.25,4.77777777777778,4.55555555555556,3,4.1
3713,4,0,0, ,2,2,4,4,4,2,5,5,4,4,2,5,4,5,5,5,4,2,2,2,4,4,2,4,3,3,5,5,4,2,4,5,2,5,4,1,1,5,3,3,4,5,1,2,3,5,4,4,3,3, ,2, ,4, ,3.81818181818182,4.66666666666667,4.66666666666667,1,4,4,2,1,2,3,2,4,3,3,4,3,5,5,5,3.625,2.77777777777778,3.33333333333333,3.875,4.8
3716,4,0,0, ,2,1,2,2,5,3,5,3,4,3,3,4,3,3,4,4,4,2,4,1,4,5,4,2,1,1,3,5,5,5,4,2,5,4,4,3,4,1,3,5,4,4,3,3,4,4,4,3,2,3, ,1, ,4, ,3.54545454545455,4.11111111111111,3.5,3,2,1,4,3,1,3,3,5,5,2,3,5,3,2,3,2.375,3.11111111111111,4.22222222222222,3.75,3.6
3717,1,0,0, ,1,2,4,3,3,1,5,2,4,4,5,5,4,1,5,2,5,3,5,3,1,3,2,4,3,5,5,5,2,5,2,1,2,5,5,5,1,3,4,4,3,3,5,2,5,1,3,3,3, ,3, ,1, ,2,1.5,4.88888888888889,2.66666666666667,4,4,4,3,5,4,2,2,3,3,1,1,1,1,5,1,3.875,3.77777777777778,3.44444444444444,1.5,3.4
3717,4,0,0, ,1,2,4,4,3,1,4,3,2,4,5,4,5,2,5,4,4,4,3,5,1,5,1,3,3,5,3,5,1,3,3,3,2,4,4,4,1,5,4,3,3,5,2,3,5,1,2,2,1, ,1, ,1, ,3,2.09090909090909,3.66666666666667,3,3,5,4,2,4,5,2,2,1,3,1,1,1,2,5,4,4.375,3.11111111111111,2.77777777777778,2,3.8
3719,1,0,0, ,2,2,5,3,4,3,4,3,3,4,2,5,5,3,4,5,4,5,3,5,5,5,1,5,3,1,5,4,2,3,3,3,2,3,4,2,4,5,3,3,4,4,2,4,5,3,1,2,2,1, ,4, ,1, ,3.54545454545455,3.77777777777778,3,3,5,4,3,3,4,3,2,1,3,1,4,5,4,2,4,4.5,3.44444444444444,2.77777777777778,4.125,3.9
3720,1,0,0, ,2,2,4,2,4,1,4,1,4,2,1,5,5,3,4,4,4,4,4,5,5,5,3,4,5,3,4,4,3,4,3,4,4,3,3,1,4,5,4,3,5,4,1,5,3,5,2,3,3,2, ,5, ,1, ,3.36363636363636,4.44444444444444,4.33333333333333,5,3,2,4,3,3,2,4,1,1,3,5,3,5,2,5,4,3.55555555555556,3,3.875,4.2
3720,4,0,0, ,2,2,4,2,2,1,4,4,5,3,4,4,4,1,4,2,3,4,4,2,4,4,3,4,4,2,4,3,2,4,1,4,4,5,4,4,3,4,1,3,2,4,2,4,4,4,3,3,3,2, ,3, ,1, ,3.90909090909091,3.88888888888889,4.16666666666667,2,3,2,4,5,4,5,3,4,2,2,2,4,2,3,4,3.25,4.44444444444444,3.11111111111111,2.25,3.8
3722,1,0,0, ,1,3,2,1,3,1,4,4,4,3,4,5,5,1,5,2,3,3,3,1,1,4,3,3,1,4,3,4,1,4,2,1, ,3,4,3,4,5,3,4,1,3,3,4,2,3,3,3,2, ,3, ,2, ,3,2.18181818181818,3.88888888888889,3,2,3, ,5,5,5,3,3,5,5,4,2,2,3,2,3,3.42857142857143,3.88888888888889,4.11111111111111,1.75,3.1
3722,4,0,0, ,2,3,5,4,5,2,4,3,5,4,3,5,5,3,5,5,4,4,5,5,3,5,3,4,5,4,5,4,3,5,4,5,4,5,5,4,5,5,1,4,2,5,2,4,5,5,4,4,2,3, ,3, ,4, ,3.72727272727273,4.66666666666667,3.83333333333333,3,3,2,2,3,3,5,2,1,1,1,3,2,2,1,4,3.875,4,3.22222222222222,2.875,4.3
